eos	smiles
EOS899	COc1ccc(-c2noc(N3CCC(C(=O)Nc4cc(C)on4)CC3)n2)cc1OC
EOS1003	Cc1ccc(CN2CCCN(c3cccc(C(=O)NCCO)c3)C2=O)cc1
EOS1004	CC(=O)c1ccc(NC(=O)Cn2c(=O)cc(C(=O)N3CCCC3)c3ccccc32)cc1
EOS536	O=C(Cn1c2ccccc2c2cn[nH]c(=O)c21)N1CCCCC1
EOS1005	COc1cc(OC)c(C2CC(=O)Nc3c2c(C)nn3-c2ccc3nnc(C)n3n2)cc1OC
EOS1006	CCC1CCCCN1C1=C(C(=O)N2CCOCC2)S(=O)(=O)c2ccccc21
EOS900	CC(=O)Nc1c(C)nn(-c2ccccc2)c1N1CCC(C(=O)NCCCN2CCCC2=O)CC1
EOS901	CCc1nc(SCC(=O)N2CCN(c3ccccc3)CC2)c2c(=O)n(C)c(=O)n(C)c2n1
EOS1007	Cn1c(SCC(=O)Nc2cccc(Br)c2)nc2c(=O)[nH]cnc21
EOS902	COc1ccc(-c2cnn3c(SCC(=O)NCCCN4CCOCC4)cc(C)nc23)cc1OC
EOS537	CCC(C(=O)NCCCN1CCN(C)CC1)n1c2ccccc2c2cnn(C)c(=O)c21
EOS903	CC(=O)c1cccc(NC(=O)C2CCCN(C(=O)c3ccccc3F)C2)c1
EOS904	COCCNC(=O)c1c(-c2cccc(Br)c2)noc1C
EOS1008	CN1c2ccc(C(=O)NC3CC3)cc2-c2ccccc2S1(=O)=O
EOS1009	CCN(CC)C(=O)C1CCN(S(C)(=O)=O)c2cc(Cl)ccc2O1
EOS1010	CC(=O)c1cccc(NC(=O)c2cn3c4c(cccc4c2=O)CC3)c1
EOS1011	CC1Cc2cccc3c(=O)c(C(=O)NCCCO)cn1c23
EOS905	COc1ccc(NC(=O)N2CCN(C(=O)c3nsc4ccccc34)CC2)cc1OC
EOS538	CCCc1cc(=O)n2nc(N(C)CC(=O)NCCN3CCCC3)sc2n1
EOS906	CN(CCCNC(=O)C1CCCN(c2nc3ccccc3[nH]2)C1)C1CCCCC1
EOS1012	O=C1N[C@@H](CC(=O)N2CCN(c3ccc(C(F)(F)F)cn3)CC2)C(=O)Nc2ccccc21
EOS1013	O=C(Cn1nc2c(cc1=O)CCCC2)NCCn1ccc2ccccc21
EOS907	O=C(NCC1CCCO1)N1CCN(c2nc3cc(F)ccc3n3cccc23)CC1
EOS539	CCCc1cc(=O)n2nc(N3CCC(C(=O)Nc4cccc(F)c4)CC3)sc2n1
EOS908	CCc1cccc(NS(=O)(=O)c2cc3c(cc2C)n(C)c(=O)n3C)c1
EOS909	COc1ccc(-n2ccn3c(SCC(=O)NCc4cccc(OC)c4OC)nnc3c2=O)cc1
EOS1014	O=C(NCCc1ccccn1)C1CC(=O)N(c2n[nH]c3ccccc23)C1
EOS1015	CC(=O)N1CCN(C(=O)C2CC(=O)N(c3n[nH]c4cccc(F)c34)C2)CC1
EOS1016	Cc1nnnn1-c1cccc(C(=O)Nc2ccc3c(c2)C(=O)N2CCC[C@H]2C(=O)N3)c1
EOS910	COc1cccc(NC2c3ncccc3C(=O)N2Cc2ccco2)c1
EOS1017	CCOc1cccc2cc(C(=O)Nc3nccs3)c(=O)oc12
EOS540	CCc1nn(CC(=O)NCc2cccs2)c(=O)c2cc3occc3n12
EOS1018	CCOCCCNC(=O)CCCn1c(=O)[nH]c2cc(OCC)c(OCC)cc2c1=O
EOS1019	O=C(CCCCn1c(=O)[nH]c2ccccc2c1=O)NC1CCCCCC1
EOS911	CC(=O)Nc1cc(C)ccc1OCc1cc(=O)n2c3c(sc2n1)CCCC3
EOS912	CCCS(=O)(=O)NCc1ccc2c(c1)CCN2C(=O)CC(C)C
EOS913	Cc1ccccc1C(=O)CC1(O)C(=O)Nc2ccc(Br)cc21
EOS1020	CCCC(=O)c1cc2cc(Cl)ccc2oc1=O
EOS541	COc1ccccc1CNC(=O)C(C)n1nc(C)n2c(cc3occc32)c1=O
EOS1021	Cc1ncc(CO)c2cc(C(N)=O)/c(=N/c3ccccc3)oc12
EOS1022	CN1CCN(CCCNC(=O)c2ccc(NC3=NC4CS(=O)(=O)CC4S3)cc2)CC1
EOS914	CCCCC(=O)NCc1nc2cccnc2n1Cc1cccc(OC)c1
EOS915	CCCCNC(=O)CCc1c(C)n(C)c2cc(-c3cc(OC)c(OC)c(OC)c3)nn2c1=O
EOS1023	COc1ccccc1N1C(=O)Nc2ccccc2S1(=O)=O
EOS542	COCCNC(=O)Cn1ncc2c(C)n(Cc3ccccc3F)c(C)c2c1=O
EOS1024	CCN(CC)C(=O)CN1C(=O)N(c2ccc(C)c(F)c2)S(=O)(=O)c2ccccc21
EOS1025	CCOc1ccc(NC(=O)CSC2=NS(=O)(=O)c3ccccc3N2CC)cc1
EOS1099	O=C(NCc1ccco1)Nc1ccc2c(c1)N(C(=O)c1ccccc1)CC2
EOS1100	CCCNC(=O)NCCn1nnc2cc(S(=O)(=O)NC(C)C)ccc21
EOS1026	O=S1(=O)N=C(NCc2ccc3c(c2)OCO3)Nc2ccccc21
EOS543	COc1ccc(OC)c(S(=O)(=O)NCc2nc(N)n(S(=O)(=O)c3cc(OC)ccc3OC)n2)c1
EOS1027	CCOCCCn1c(SCC(=O)NCC2CCCO2)nc2c(sc3ccccc32)c1=O
EOS1028	CC(=O)NCCn1c(SCC(=O)NCc2ccco2)nc2ccccc2c1=O
EOS1101	CN(CCc1noc(-c2ccc(C(=O)N3CCCC3)cc2)n1)C(=O)Nc1cccc(F)c1
EOS1102	Cc1ccc(N(C)C(=O)Cn2ccc3c(=O)n(C)c(=O)n(C)c32)cc1C
EOS1103	O=C(NCc1ccc(S(=O)(=O)N2CCOCC2)s1)c1cccc(F)c1
EOS1104	O=C(NC1CCCC1)c1nc(-c2ccc(N3CCOCC3)cc2)no1
EOS1029	CCN(CC)C(=O)CSc1nc2cc3c(cc2c(=O)n1CCCC(=O)NCCc1ccc(OC)c(OC)c1)OCO3
EOS544	Cc1cccc(-n2c(=O)[nH]c3c(C(N)=O)nc(C(C)C)nc32)c1
EOS1030	Cc1cccc(-n2ncc3c(N4CCCC4)ncnc32)c1
EOS1031	COc1ccc(CCNc2ncnc3c2cnn3C)cc1OC
EOS1105	O=C(Nc1ccccc1)N1CCC(n2cnc3cc(Cl)ccc3c2=O)CC1
EOS1106	COc1ccc(OC)c(S(=O)(=O)N2CCC(n3cnc4ccc(C)cc4c3=O)CC2)c1
EOS1032	Cc1ccc(Cl)cc1-n1ncc2c(NCCN3CCOCC3)ncnc21
EOS1107	Cc1cc(F)cc2c(=O)c3c([nH]c12)CCN(CC(=O)Nc1ccc2c(c1)OCO2)C3
EOS545	O=C(Cn1c(=O)oc2cc(S(=O)(=O)N3CCCC3)ccc21)Nc1nccs1
EOS1108	CCc1ccc2[nH]c3c(c(=O)c2c1)CN(CC(=O)NCc1ccc(OC)cc1)CC3
EOS1033	CCC(CC)C(=O)Nc1c2c(nn1-c1ccc(F)cc1)CS(=O)(=O)C2
EOS1034	O=C1C2CCCCC2C(=O)N1c1ccc(F)cc1
EOS1035	O=C1C2C3CCC(C3)C2C(=O)N1c1ccc(Cl)c(F)c1
EOS1109	Cc1sc(S(=O)(=O)N2CCOCC2)cc1NC(=O)c1cc2ccccc2oc1=O
EOS546	CC(C(=O)N1CCc2nc[nH]c(=O)c2CC1)c1ccccc1
EOS1110	CC1(C)CN(CC(=O)N2CCCC2)c2ccc(S(=O)(=O)Nc3ccc(S(N)(=O)=O)cc3)cc21
EOS1111	CCc1nnc(-c2cccn2CC(=O)Nc2ccc(C)cc2)o1
EOS1036	CCc1ccc(N(C)S(=O)(=O)c2ccc3[nH]cc(C(=O)NCCOC)c(=O)c3c2)cc1
EOS1037	COc1cccc(NC(=O)CSc2nc3nc(C)cc(C)n3n2)c1
EOS547	COc1cccc(C(=O)N2CCCC2Cc2noc(-c3cnccn3)n2)c1C
EOS1038	COc1ccc(NC(=O)c2oc3ccc(S(=O)(=O)N4CCOCC4)cc3c2C)c(OC)c1
EOS1039	COc1ccc(OC)c(CNC(=O)c2cc(=O)[nH]c3ccc(S(=O)(=O)N4CCCC4)cc23)c1
EOS1112	Cc1cccc(NS(=O)(=O)c2cc(-c3nc(C)c(C(=O)N4CCOCC4)s3)n(C)c2C)n1
EOS1113	O=C(c1cn(-c2ccc(F)cc2)nn1)N1CCN(c2ccccc2)CC1
EOS1114	COc1ccc(-n2cc(C(=O)N(C)Cc3ccccc3)nn2)cc1
EOS1115	Cc1ccc(-n2cc(C(=O)NCCCOC(C)C)nn2)cc1C
EOS1040	CC1CC(C)CN(C(=O)CN2N=C(c3ccccc3)CCC2=O)C1
EOS1041	CC1CC(C)CN(CCCNC(=O)Cn2nc(-c3ccc(Cl)cc3)ccc2=O)C1
EOS548	COc1cc(OC)cc(C(=O)N2CCCC(OCc3noc(-c4ccoc4)n3)C2)c1
EOS1042	CCN(CC)CCCNC(=O)CN1N=C(c2ccc(OC)cc2)CCC1=O
EOS1043	COc1ccc(C(=O)Nc2cc(C)ccc2C)c(OC)n1
EOS1116	CS(=O)(=O)N1CCc2ccc(NC(=O)Nc3ccc(F)cc3F)cc21
EOS1117	CCCn1c(CNS(=O)(=O)c2ccc(NC(C)=O)cc2)nc2cccnc21
EOS1118	CCn1c(=O)n(CC(=O)N2CCN(C)CC2)c(=O)c2cnc(-c3ccc(Cl)cc3)nc21
EOS1044	COc1ccc(OC)c(NC(=O)Cc2c[nH]c3ccccc23)c1
EOS549	Cc1cc(C)n(CCC(=O)NC2CCN(c3ccc(=O)[nH]n3)C2)n1
EOS1045	CCCn1c(=O)c(C(=O)Nc2cccc(Br)c2)c(O)c2ccccc21
EOS1046	Cc1nc2ccccc2c(=O)n1NC(=O)c1c(O)c2ccccc2n(C)c1=O
EOS1119	CCN(CC)CCNC(=O)CCC(=O)N1CCc2c(c(C(=O)N3CCCC3)nn2C)C1
EOS1120	CCCCNC(=O)c1cc(S(=O)(=O)N(CC)CC)ccc1Cl
EOS1180	Cc1ccc(NC(=O)Cn2ccc3sccc3c2=O)c(C)c1
EOS1121	CCOc1ccc(CNC(=O)CN2C(=O)CSc3sc(S(=O)(=O)N(C)C)cc32)cc1OC
EOS1122	CC1Cc2ccccc2N1S(=O)(=O)c1ccc2c(c1)c(=O)n(CC(=O)N1CCCC1)c(=O)n2C
EOS1123	Cc1cccc(NC(=O)Nc2nccn(-c3ccccc3)c2=O)c1
EOS1047	COc1ccccc1N1CCN(C(=O)c2sc3ncn(CC(=O)N4CCC(C)CC4)c(=O)c3c2C)CC1
EOS1048	CCCN(CCC)CCCNS(=O)(=O)c1cccc2nsnc12.Cl
EOS1049	COc1ccc(C(=O)N2CC(=O)N(CCc3ccccc3)C(=O)C2)cc1OC
EOS1050	COc1cc(NC(=O)C2CCN(S(=O)(=O)c3cccc4nonc34)CC2)cc(OC)c1
EOS1124	COc1ccc(C(=O)Nc2nccn(-c3ccccc3OC)c2=O)cc1
EOS1125	Cc1ccc(CNC(=O)C(C)C2CCN(S(=O)(=O)c3c(C)noc3C)CC2)cc1
EOS1051	O=C1c2cccnc2C(=O)N1Cc1ccc(S(=O)(=O)N2CCOc3ccccc32)s1
EOS1181	CC(=O)c1ccc(N2CCN(C(=O)Cn3ccc4c(c(C)nn4-c4ccccc4)c3=O)CC2)cc1
EOS1052	COc1ccc(OC)c(CNS(=O)(=O)c2cc(CN3C(=O)c4cccnc4C3=O)ccc2OC)c1
EOS1053	CC(=O)Nc1ccc(NC(=O)CCS(=O)(=O)c2cccc3nsnc23)cc1
EOS1126	O=C(CC1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1)N1CCN(c2ccc(F)cc2)CC1
EOS1127	CC(C(=O)NCCCN1CCOCC1)C1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1
EOS1128	COCCCNC(=O)N1CCN(Cc2nc3cccnc3n2-c2cccc(C)c2)CC1
EOS1054	COc1ccc(Cl)cc1S(=O)(=O)N1CCN(CC(=O)Nc2ccc(S(N)(=O)=O)cc2)CC1
EOS1182	COc1ccc(OC)c(S(=O)(=O)Nc2ccc3nc(S(C)(=O)=O)sc3c2)c1
EOS1055	O=C(CN1C(=O)C2C3C=CC(C3)C2C1=O)Nc1ccc(Br)cc1
EOS1056	Cc1ccc(NC(=O)N2CCC(N3CCN(Cc4ccc(F)cc4)C3=O)CC2)cc1F
EOS1129	O=C(Cn1nc(C(=O)N2CCc3ccccc32)ccc1=O)N1CCCc2ccccc21
EOS1130	CC(=O)Nc1ccc(NC(=O)CCS(=O)(=O)c2ccc3c(c2)NC(=O)CC(C)S3)cc1
EOS1057	CCC(=O)NCc1ccc2c(c1)N(C(=O)c1ccc(C)cc1)CC2
EOS1131	COc1ccc(-c2cn3c(CC(=O)N4CCN(c5ccccn5)CC4)csc3n2)cc1OC
EOS1183	COCC(=O)Nc1ccc2c(c1)CCC(=O)N2CC(C)C
EOS1132	CCc1ccc(S(=O)(=O)N2CSC[C@@H]2C(=O)NCCc2csc(C)n2)cc1
EOS1058	COc1ccc(NC(=O)c2nnc(CNC(=O)NC(C)(C)C)s2)cc1
EOS1059	COCC(=O)N1CCCC(c2nnc(C(=O)Nc3ccc(C)cc3)s2)C1
EOS1184	COCCN1C(=O)CCc2cc(NS(=O)(=O)c3ccc(C)c(F)c3)ccc21
EOS1060	COc1ccc2cc(C(=O)N3CCC(CC(=O)NC(C)C)CC3)[nH]c2c1
EOS1061	CCOCCCNC(=O)C(C)C1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1
EOS1133	COc1ccc(NC(=O)NCCn2cnc3cc(C(=O)N4CCCCC4)ccc32)cc1OC
EOS1134	CC(C)n1c(=O)oc2cc(S(=O)(=O)N3CCC(CC(=O)N4CCOCC4)CC3)ccc21
EOS1135	CC(=O)c1ccc(NC(=O)c2ccc(-n3nc(N4CCCC4)ccc3=O)cc2)cc1
EOS1062	CC(C)CCNC(=O)N(C)CCc1noc(C(=O)NCc2ccccc2)n1
EOS1185	CC(C)NS(=O)(=O)c1cc(-c2ccc(=O)[nH]n2)cs1
EOS1063	CCN1CCN(C(=O)c2ccc(OCc3nnc(C(=O)Nc4ccccc4F)s3)cc2)CC1
EOS1064	Cc1csc(NC(=O)c2nn(-c3ccccc3)c3c(=O)n(C)cnc23)n1
EOS1136	CC(=O)Nc1ccc(Oc2nc3ccccc3n3c(C)nnc23)cc1
EOS1137	CN(C)c1ccc(C(=O)NCC(=O)N2CCCc3ccccc32)cc1
EOS1138	CC(=O)Nc1cn(-c2ccc(C(=O)Nc3ccccc3)cc2)cn1
EOS1065	COc1ccc(CNC(=O)Cn2cccc(-c3nc(-c4ccc(OC)c(OC)c4)no3)c2=O)cc1
EOS1186	Cn1nc(-c2csc(S(=O)(=O)N3CCc4ccccc4C3)c2)ccc1=O
EOS1066	COCCCn1c(=O)c2ccccc2n(Cc2nc(-c3ccc(F)cc3)no2)c1=O
EOS1139	N#Cc1ccc(NS(=O)(=O)c2cc(-c3noc(C(=O)N4CCOCC4)n3)cs2)cc1
EOS1140	CCCN1C(=O)COc2ccc(-c3noc(C4CC(=O)N(c5ccccc5)C4)n3)cc21
EOS1067	COc1cccc(-c2noc(CN3C(=O)COc4ccc(C)cc43)n2)c1OC
EOS1141	CCOCC(=O)N1CCc2c(c(-c3nc(-c4ccc(F)cc4)no3)nn2C)C1
EOS1068	Cc1cccc(-c2csc3c(=O)n(CC#N)cnc23)c1
EOS1187	CCn1nc(-c2csc(S(=O)(=O)NCc3cc(OC)cc(OC)c3)c2)ccc1=O
EOS1069	CC1(C)CC(=O)c2cn(-c3ccccc3)c(=O)c(C(=O)Nc3cccnc3)c2C1
EOS1070	Cc1ccnc(N2CCC(C(=O)NCC3CCN(Cc4ccccc4F)CC3)CC2)n1
EOS1142	COc1ccc(NC(=O)c2ccc3nn(CC(=O)Nc4ccccc4OC)c(=O)n3c2)cc1
EOS1143	Cc1ccc(CNC(=O)c2ccc3nn(CC(=O)N(C)c4ccccc4)c(=O)n3c2)cc1
EOS1188	CC(=O)c1ccc(NC(=O)CCSc2nc3c(=O)n(C)c(=O)n(C)c3n2C)cc1
EOS1144	CCCn1c(=O)c2sc(N3CCCC3)nc2n(CC(=O)Nc2ccccc2OC)c1=O
EOS1071	COc1ccc(NC(=O)Cn2c3ccccc3n3c(=O)cc(-c4cccnc4)nc23)cc1OC
EOS1072	COCCCNC(=O)C1CCN(c2cc(C)nc3cc(-c4ccc(F)cc4)nn23)CC1
EOS1145	CNC(=O)C1CCN(c2nc3ncn(CC(=O)Nc4ccc(C)cc4F)c(=O)c3s2)CC1
EOS1189	COc1cccc(Cn2nc3c(S(=O)(=O)N4CCCCC4)cccn3c2=O)c1
EOS1146	COc1cccc(NC(=O)Cn2c(=O)c(CCC(=O)NC3CC3)nc3ccccc32)c1
EOS1147	Cc1cccc(NC(=O)COc2cc(C)nc(N3CCCC3)n2)c1
EOS1073	Cn1cc(S(=O)(=O)N2CCC(C(=O)N3CCc4ccccc43)CC2)cc1C(=O)N1CCCC1
EOS1074	CCOc1ccccc1CNC(=O)C1CCN(c2nn3c(=O)c4c(nc3s2)CCCC4)CC1
EOS1075	CCCNC(=O)CC1CCN(C(=O)c2ccc3oc(C4CC4)nc3c2)CC1
EOS1148	COCCCN1CCc2nc(SCc3ccc(Cl)cc3)[nH]c(=O)c2C1
EOS1190	O=C(C1CCN(c2ncccc2-c2nc(-c3cccc(F)c3)no2)CC1)N1CCOCC1
EOS1149	Cc1nc(OCC(=O)Nc2ccccc2C)c2ccccc2n1
EOS1150	Cc1nc2scc(C)n2c(=O)c1NC(=O)c1ccc(F)cc1
EOS1076	Cc1ccc(-c2nc(C)c(C(=O)N3CCC(CC(=O)NCCN4CCOCC4)CC3)s2)cc1
EOS1077	COc1ccc(NC(=O)N2CCN(c3cc(-c4ccc(OC)c(OC)c4)ncn3)CC2)c(OC)c1
EOS1151	COc1ccc(CC(=O)NCC(=O)Nc2nc3ccccc3[nH]2)c(Cl)c1
EOS1191	CCN(CC)S(=O)(=O)c1ccc(-n2cnc(C(=O)Nc3ccc4c(c3)OCCO4)c2)cc1
EOS1152	COc1ccccc1C(=O)N1CCc2c(c(-c3nnc(SC)n3C)nn2C)C1
EOS1153	COCCNC(=O)CSc1nccnc1Sc1ccccc1C
EOS1078	CN(C)C(=O)c1ccc2c(c1)nc(CN1CCN(C(=O)Nc3ccccc3Br)CC1)n2C
EOS1079	CCOc1ccc(NC(=O)N(C)Cc2nc3cc(C(=O)N(C)C)ccc3n2CC)cc1
EOS1080	Cc1ccc(-c2noc(C(=O)N3CCCCC3)n2)cc1S(=O)(=O)Nc1cccnc1
EOS1154	COc1ccc(OCC(=O)N2CCC(c3nc(-c4ccc(NC(C)=O)cc4)no3)CC2)cc1
EOS1155	CCNC(=O)c1nc(Cn2c(=O)oc3ccc(Cl)cc32)no1
EOS1081	Cc1ccc(S(=O)(=O)NC2CCN(C(=O)c3ccc4c(c3)OCO4)CC2)cc1
EOS1192	O=C(c1cn(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)cn1)N1CCN(c2ccccn2)CC1
EOS1082	CCCc1nn2c(c1-c1ccc(C)c(S(=O)(=O)NCCOC)c1)NC(=O)CCC2=O
EOS1083	CC(=O)N1CC(C)(C)c2cc(S(=O)(=O)NC(C)Cc3ccco3)ccc21
EOS1156	COc1cccc(NS(=O)(=O)c2cc(-c3ccnn3C)cs2)c1
EOS1157	O=C(C1CCN(c2ncnc3c2oc2ccccc23)CC1)N1CCCC1
EOS1158	CCCn1c(=O)c(N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2ccccc21
EOS1159	Cn1c(=O)c(N2CCC(NC(=O)Nc3ccc4c(c3)OCO4)CC2)nc2ccccc21
EOS1084	O=C(C1CCN(S(=O)(=O)c2ccc(-c3noc(-c4ccc5c(c4)OCO5)n3)cc2)CC1)N1CCCC1
EOS1193	CCCNC(=O)C1CCCN(c2ccc(SCC(=O)Nc3ccc(S(C)(=O)=O)cc3)nn2)C1
EOS1085	CN(C)S(=O)(=O)c1ccc(-c2noc(C(=O)NCCN3CCCCCC3)n2)cc1
EOS1086	O=C1COc2ccc(S(=O)(=O)N3CCCCC3)cc2N1Cc1noc(C2CCC2)n1
EOS1087	CCc1nc(CN2C(=O)COc3cc(S(=O)(=O)NC(C)C)c(C)cc32)no1
EOS1160	CCC(C)NC(=O)NC1CCN(c2nc3cccnc3n(Cc3ccc(C)cc3)c2=O)CC1
EOS1161	CCC(C)NC(=O)CSc1nnc2n(CCC(=O)NC(C)C)c(=O)c3ccccc3n12
EOS1162	CCCNC(=O)N1CCCC1c1nc(-c2ccc(F)cc2F)no1
EOS1088	CCC(=O)Nc1cc2c(cc1S(=O)(=O)c1ccccc1)n(C)c(=O)n2C
EOS1163	CCOCCCNC(=O)c1nnc(-c2ccc(S(=O)(=O)N3CCC(C)CC3)cc2)o1
EOS1194	Cc1ccc(NC(=O)Cn2ncc3c(c2=O)N(CC(C)C)C(=O)CS3)c(Cl)c1
EOS1164	COc1ccc(CNC(=O)c2nnc(-c3ccc(S(=O)(=O)N(C)C)cc3)o2)cc1
EOS1165	Cc1ccc(-c2ccc(=O)n(Cc3noc(C(=O)NCCCOC(C)C)n3)n2)cc1
EOS1089	COc1cc(Cl)ccc1C(=O)Nc1cc2c(cc1S(=O)(=O)C(C)C)n(C)c(=O)n2C
EOS1090	CCCN1CCN(CCNC(=O)C2CCN(c3ncc(-c4ccccc4)cn3)CC2)CC1
EOS1091	CC(C)NC(=O)C1CCCN(c2cc(=O)n(C)c(=O)n2C)C1
EOS1166	COc1ccc(-n2nc3c4cc(C(=O)NC(C)C)ccc4[nH]cc-3c2=O)cc1
EOS1195	Cc1cccc(-c2noc(-c3cccn4c(=O)n(Cc5cc(=O)n6ccccc6n5)nc34)n2)c1
EOS1167	COc1ccc(-c2noc(-c3ccc(=O)n(CC(=O)N(C)c4ccccc4)c3)n2)cc1
EOS1168	CCc1ccccc1N(C)S(=O)(=O)c1ccc2onc(C(=O)N3CCOCC3)c2c1
EOS1092	Cn1c(N2CCN(C(=O)Cc3c[nH]c4ccccc34)CC2)cc(=O)n(C)c1=O
EOS1093	CC(C)n1c(N2CCN(C(=O)c3ccc(C(C)(C)C)cc3)CC2)cc(=O)n(C(C)C)c1=O
EOS1094	CC(=O)Nc1ccc2nc(N3CCC(C(=O)N4CCCC4)CC3)cc(C)c2c1
EOS1169	Cc1nc(Nc2ccc(F)cn2)sc1C(=O)N1CCN(c2ccccn2)CC1
EOS1196	CCN(CC)S(=O)(=O)c1ccc2nc(N3CCN(c4ccccc4OC)CC3)cnc2c1
EOS1170	CN1C(=O)c2ccccc2Oc2ccc(C(=O)N3CCCCCC3)cc21
EOS1171	CCN1C(=O)c2ccccc2Oc2ccc(C(=O)NCc3ccco3)cc21
EOS1095	CCCCNC(=O)c1cc2c(n(-c3ccc(F)cc3)c1=O)CCCC2=O
EOS1096	COc1ccc(S(=O)(=O)Nc2cc(F)c3[nH]c(=O)ccc3c2)cc1
EOS1172	COc1ccc(NS(=O)(=O)c2cc(-c3c(C)noc3NC(C)=O)ccc2OC)c(OC)c1
EOS1097	COc1ccccc1N1CCN(C(=O)c2cnn3c(-c4ccc5c(c4)OCO5)ccnc23)CC1
EOS1197	O=C(Cn1nc(N2CCOCC2)c2ccccc2c1=O)Nc1ccc(F)cc1
EOS1098	COc1ccc(NC(=O)Cn2nc3n(Cc4cccs4)c(=O)c4sccc4n3c2=O)c(OC)c1
EOS1173	O=S(=O)(c1ccc2c(c1)-c1oncc1CO2)N1CCN(Cc2ccccc2)CC1
EOS1174	Cc1nnc(-c2cccnc2N2CCN(S(=O)(=O)c3ccc(C)c(F)c3)CC2)o1
EOS1198	CC(C)c1noc(-c2ccc(=O)n(CC(=O)Nc3ccc(C#N)cc3)c2)n1
EOS1175	CC(C)Cn1c(=O)c(-c2ccc(C(=O)NCCN3CCN(C)CC3)cc2)nc2ccccc21
EOS1176	CCn1ccc2c(cc(C(=O)Nc3ccc(OC)cc3OC)n2C)c1=O
EOS1177	Cn1ccc2c(cc(C(=O)NCc3cccc(Cl)c3)n2C)c1=O
EOS1282	Cc1cccc(NC(=O)Cc2nnc(-c3ccsc3)o2)c1
EOS1283	CC(=O)c1ccc(NC(=O)Cc2nnc(-c3cnccn3)o2)cc1
EOS1284	Cc1ccc(NC(=O)c2c(O)c3sccc3[nH]c2=O)c(C)c1
EOS1199	O=C(Nc1ccc2c(N3CCOCC3)ncnc2c1)c1ccccc1F
EOS1285	Cn1c(=O)c(C(=O)Nc2cccc(C#N)c2)c(O)c2sccc21
EOS1286	CCCn1c(=O)c(C(=O)Nc2cc(Cl)ccc2OC)c(O)c2sccc21
EOS1178	Cn1ccc2c(cc(C(=O)N3CCN(c4ccccc4F)CC3)n2C)c1=O
EOS1179	CCN1CCN(C(=O)c2nn3c(C)cc(C)nc3c2-c2ccc(OC)c(S(=O)(=O)N3CCCC3)c2)CC1
EOS1200	Cc1ccccc1CNC(=O)CN1C(=O)C2CCCN2C(=O)c2cccc(C)c21
EOS1363	Cc1ccc(NC(=O)c2cn(-c3ccc(S(=O)(=O)N4CCCC4)cn3)cn2)cc1
EOS1287	CC1CCN(CCNC(=O)c2c(O)c3sccc3n(Cc3ccccc3)c2=O)CC1
EOS1288	O=c1c2c(CO)c(-c3ccccc3)nn2ccn1Cc1cccc(F)c1
EOS1289	COc1ccc(NC(=O)c2c[nH]c3ncccc23)cc1
EOS1364	COc1cc(NS(=O)(=O)c2cc3n(c2)CCN(C)C3=O)cc(OC)c1
EOS1290	CSc1cccc(NC(=O)c2cn(C)c3ncccc23)c1
EOS1201	O=C(CCC1CCCN(S(=O)(=O)c2ccccc2)C1)NCCCc1ccccc1
EOS1291	CC(=O)Nc1ccc(NC(=O)Cn2ccc3ccn(Cc4ccccc4)c3c2=O)cc1
EOS1292	COCc1cc(=O)n(CC(=O)NCc2ccc(C)cc2)c(N2CCOCC2)n1
EOS1365	COc1cc(=O)n2c(c1C(=O)Nc1ccc(Br)c(C)c1)CCCC2
EOS1366	CCN1C(=O)C2(CCN(S(=O)(=O)c3cc(F)ccc3OC)CC2)c2ccccc21
EOS1367	Cc1ccc(NC(=O)c2ccc(=O)n(CCN3CCOCC3)c2)cc1
EOS1368	CCc1cc(C(=O)Nc2ccc(OC)cc2C)nc2ccnn12
EOS1293	CC(C)c1nc(CN(C)Cc2ccccc2)cc(=O)[nH]1
EOS1294	CCCn1ccc2ccn(Cc3cccnc3)c2c1=O
EOS1369	CC(C)c1cc(C(=O)Nc2ccc(F)cc2)nc2ccnn12
EOS1202	Cc1ccccc1S(=O)(=O)N1CCCC(CCC(=O)N(C)Cc2cccnc2)C1
EOS1370	COc1ccc(Cl)cc1NC(=O)c1cc(C)n2nc(C)cc2n1
EOS1295	O=C(Nc1cnc(N2CCCCCC2)nc1)c1ccc(Br)o1
EOS1296	O=C(Cc1ccccc1F)Nc1cnc(-c2cccnc2)nc1
EOS1371	CN(C)CCn1nnc2cc(C(=O)Nc3cccc(Cl)c3)ccc21
EOS1203	CCCNC(=O)CCC1CCN(C(=O)c2ccccc2Cl)CC1
EOS1372	CCOc1ccc(C(O)CN2CCN(c3ccccn3)CC2)cc1
EOS1373	COc1ccc(C(O)CN2CCN(c3cc(C)ccc3C)CC2)cc1OC
EOS1297	CCc1ccc(-c2cc3n(n2)CCCN(C(=O)Cn2cnc4c2c(=O)n(C)c(=O)n4C)C3)cc1
EOS1298	COc1ccc(-c2cc3n(n2)CCCN(C(=O)C2CCCN(S(=O)(=O)N4CCCC4)C2)C3)cc1
EOS1374	O=C(NC1CCN(c2cc(-c3ccc(F)cc3)n[nH]2)C1)c1ccncc1
