Protein ID,Recursion Step Done,Ligand Description,Binding Affinity (kcal/mol),Number of clashes,Strain Energy,Confidence Score,Rank of sdf,_timestamp,_runtime,_step
AF-Q9BY60-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9BY60-F1-model_v3/rank1_confidence-0.50.sdf,-4.7100137148215175,7,10.161804574257843,-0.96,rank1_confidence-0.96,1711952828.1427846,14.197616577148438,8
AF-O95340-F1-model_v3,3/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-O95340-F1-model_v3/rank1_confidence-0.77.sdf,-5.3153884064939705,18,6.825836280441067,-0.94,rank1_confidence-0.94,1711864771.4172122,18.879764318466187,8
AF-Q8WVP7-F1-model_v3,1/5,null,15.036276440227523,32,7.07049730233058,-2.78,rank1_confidence-2.78,1711933856.8871088,24.72493290901184,8
AF-Q9NQX3-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9NQX3-F1-model_v3/rank1_confidence-0.98.sdf,-1.5921183425903047,28,8.82908646494451,-1.24,rank1_confidence-1.24,1711962164.894119,18.784670114517212,8
AF-O43315-F1-model_v3,1/5,null,19.13623257502933,36,8.295815848641524,-3.71,rank1_confidence-3.71,1711858966.891977,18.032127141952515,8
AF-Q9BY11-F1-model_v3,1/5,null,-2.0959268665510917,33,7.358752526586173,-2.6,rank1_confidence-2.60,1711952698.0365875,23.520053386688232,8
AF-Q6NT89-F1-model_v3,1/5,null,-3.1698938570352095,0,9.603490450248842,-2.48,rank1_confidence-2.48,1711909973.4574873,16.80702829360962,8
AF-Q5BJH2-F1-model_v3,4/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q5BJH2-F1-model_v3/rank1_confidence-1.28.sdf,-3.757024646061557,13,7.4220828582677285,-0.66,rank1_confidence-0.66,1711903650.1671274,16.374168395996094,8
AF-Q7Z4V5-F1-model_v3,1/5,null,3.9331247081873824,21,5.1170424694034295,-2.19,rank1_confidence-2.19,1711916929.8367941,29.71971106529236,8
AF-P49711-F1-model_v3,1/5,null,4.639703551759745,27,9.093925525021518,-2.59,rank1_confidence-2.59,1711884085.181379,35.08407711982727,8
AF-O95985-F1-model_v3,1/5,null,-2.07503389154392,16,6.190899603255147,-2.6,rank1_confidence-2.60,1711865826.156629,40.72917199134827,8
AF-Q9NPB1-F1-model_v3,1/5,null,-6.990674034151436,22,10.223451258999205,-1.0,rank1_confidence-1.00,1711961202.4438238,17.449370861053467,8
AF-Q96GA3-F1-model_v3,1/5,null,-1.9324648513934553,17,6.602238017315486,-1.63,rank1_confidence-1.63,1711940952.9546807,26.059223651885986,8
AF-Q92914-F1-model_v3,1/5,null,-5.4471178859914655,13,3.799084977589871,-0.47,rank1_confidence-0.47,1711937247.4805567,18.146361827850342,8
AF-P30793-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-P30793-F1-model_v3/rank1_confidence-1.44.sdf,-2.7547209863516167,10,5.771944040239603,-0.87,rank1_confidence-0.87,1711879422.4958,15.097885131835938,8
AF-Q6UX27-F1-model_v3,1/5,null,4.401215119634286,50,4.114122091815759,-1.86,rank1_confidence-1.86,1711912309.2209713,18.054523229599,8
AF-A6NJ08-F1-model_v3,1/5,null,-2.651457898770615,21,6.378519636610889,-1.65,rank1_confidence-1.65,1711845881.1136286,16.02541756629944,8
AF-Q9UKV0-F1-model_v3,1/5,null,-6.661062557288944,38,5.789640125779883,-0.52,rank1_confidence-0.52,1711996818.9391809,51.42720293998718,8
AF-Q8IZ21-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q8IZ21-F1-model_v3/rank1_confidence-0.92.sdf,-0.9864664633017389,0,6.519051299508305,-1.6,rank1_confidence-1.60,1711922362.9200807,21.319364547729492,8
AF-Q969F8-F1-model_v3,1/5,null,-5.28101475544488,23,8.704591686993183,-0.99,rank1_confidence-0.99,1711937677.1403496,22.81406855583191,8
AF-Q9Y530-F1-model_v3,1/5,null,-3.834916482341021,7,4.788622109959931,-1.39,rank1_confidence-1.39,1712002278.201595,15.854896068572998,8
AF-O75914-F1-model_v3,1/5,null,-7.414300663025132,20,8.39472350321094,-0.77,rank1_confidence-0.77,1711863208.9240096,27.16125750541687,8
AF-A8MWK0-F1-model_v3,1/5,null,20274.190298855872,91,8.514562546133519,-2.66,rank1_confidence-2.66,1711848574.7523565,36.60516953468323,8
AF-Q9H6U8-F1-model_v3,1/5,null,33.30742628051423,25,8.277679045111185,-1.79,rank1_confidence-1.79,1711957782.4018817,30.004738807678223,8
AF-Q8N7R1-F1-model_v3,1/5,null,-1.4343928158032568,15,12.798977235145557,-1.52,rank1_confidence-1.52,1711925302.0706902,19.78927516937256,8
AF-Q14494-F1-model_v3,1/5,null,-2.045083087610252,6,8.642721165406542,-1.53,rank1_confidence-1.53,1711895370.127767,35.302306175231934,8
AF-Q6Q795-F1-model_v3,1/5,null,-3.212534151335641,19,8.805538362960746,-1.69,rank1_confidence-1.69,1711911549.7616434,15.275184392929077,8
AF-O60447-F1-model_v3,1/5,null,-1.50425576561307,2,6.605206126466811,-2.38,rank1_confidence-2.38,1711860598.2574172,36.34737014770508,8
AF-Q8N6F1-F1-model_v3,1/5,null,-3.981763861961636,0,10.952076993387763,-2.55,rank1_confidence-2.55,1711924825.8248036,18.595215559005737,8
AF-Q9GZY6-F1-model_v3,1/5,null,101.44199332219615,37,7.146439503430287,-2.67,rank1_confidence-2.67,1711954720.8254948,18.03529381752014,8
AF-Q7RTY0-F1-model_v3,1/5,null,326.0470022024797,39,8.324567539955112,-1.64,rank1_confidence-1.64,1711916270.3595214,23.700661420822144,8
AF-Q96G03-F1-model_v3,1/5,null,-0.7665688500754121,25,5.5256695449569975,-2.39,rank1_confidence-2.39,1711940894.9100425,29.60262656211853,8
AF-Q13501-F1-model_v3,1/5,null,-3.002312906962571,4,5.999532410014481,-2.13,rank1_confidence-2.13,1711893878.913149,25.302415132522583,8
AF-Q9UQV4-F1-model_v3,1/5,null,839.0973085784168,27,5.682848495186846,-1.31,rank1_confidence-1.31,1712000300.1587193,23.32737421989441,8
AF-Q96E11-F1-model_v3,1/5,null,-2.656578814518903,4,7.163413968163127,-1.21,rank1_confidence-1.21,1711939951.3723335,18.255321502685547,8
AF-Q8NGC6-F1-model_v3,1/5,null,-5.050518965452176,10,8.353878968923937,-0.91,rank1_confidence-0.91,1711928859.2395408,20.231605768203735,8
AF-Q96DR4-F1-model_v3,1/5,null,91.68515068247171,51,6.165186940093832,-1.32,rank1_confidence-1.32,1711939761.245286,18.009718894958496,8
AF-P05162-F1-model_v3,1/5,null,-3.5388274522620704,1,6.646662340616899,-1.35,rank1_confidence-1.35,1711868083.333708,15.321845054626465,8
AF-Q86TI4-F1-model_v3,1/5,null,-2.1315240151822996,7,9.078024096261373,-2.15,rank1_confidence-2.15,1711918117.3993716,22.213260650634766,8
AF-Q5VV52-F1-model_v3,1/5,null,-0.0770146957731398,31,5.963649413359036,-1.83,rank1_confidence-1.83,1711907273.927361,19.107845067977905,8
AF-O60565-F1-model_v3,1/5,null,4.066667218587283,26,8.478134487918283,-1.51,rank1_confidence-1.51,1711860855.2124667,17.53546166419983,8
AF-O15172-F1-model_v3,1/5,null,16.47383429993685,18,7.175965321215671,-1.24,rank1_confidence-1.24,1711857521.5498497,15.87723684310913,8
AF-Q6NVV7-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q6NVV7-F1-model_v3/rank1_confidence-1.16.sdf,-3.2442373024124413,13,6.731802837522693,-1.66,rank1_confidence-1.66,1711910210.2230685,11.98508358001709,8
AF-P20807-F1-model_v3,1/5,null,1123.0287071457017,116,10.006879872267902,-2.13,rank1_confidence-2.13,1711876235.048727,36.54177808761597,8
AF-P49746-F1-model_v3,1/5,null,57.35036380311944,32,7.793621550759653,-3.23,rank1_confidence-3.23,1711884131.4355083,41.093478202819824,8
AF-Q9HBV1-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9HBV1-F1-model_v3/rank1_confidence-0.50.sdf,-2.5892981603785308,4,10.208041757403677,-1.91,rank1_confidence-1.91,1711959919.3846216,14.349717617034912,8
AF-Q13113-F1-model_v3,1/5,null,-2.3847351041932803,5,6.5550842461876755,-2.63,rank1_confidence-2.63,1711892906.9327548,14.125518798828125,8
AF-Q9HA92-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9HA92-F1-model_v3/rank1_confidence-1.06.sdf,-3.7280971393731073,28,5.258569948286095,-1.73,rank1_confidence-1.73,1711959171.5004652,14.946177244186401,8
AF-Q6ZV50-F1-model_v3,1/5,null,1210.1227701910514,47,9.106909513097591,-1.68,rank1_confidence-1.68,1711914741.8580961,28.52473211288452,8
AF-Q8WWY6-F1-model_v3,1/5,null,-2.5654982955835077,2,6.546411826157808,-2.63,rank1_confidence-2.63,1711934262.6839113,16.623096227645874,8
AF-Q86XN7-F1-model_v3,1/5,null,34.85882221877094,44,7.135240119520759,-2.92,rank1_confidence-2.92,1711919566.0577936,37.52988958358765,8
AF-Q8NHP8-F1-model_v3,1/5,null,16.260139388565495,53,7.350996647092515,-2.76,rank1_confidence-2.76,1711930252.6652267,28.007201671600342,8
AF-Q8IUH5-F1-model_v3,1/5,null,6514.103676952724,55,6.873838826935241,-1.76,rank1_confidence-1.76,1711920324.3786278,33.77556872367859,8
AF-O15496-F1-model_v3,1/5,null,15.154402872262343,10,4.613396709245677,-1.88,rank1_confidence-1.88,1711858254.3848426,14.697559595108032,8
AF-O14804-F1-model_v3,1/5,null,448.6068752510183,40,7.99748693323275,-0.81,rank1_confidence-0.81,1711856660.9225256,21.484959602355957,8
AF-O95259-F1-model_v3,1/5,null,-3.808467928073822,16,8.684420440398128,-1.04,rank1_confidence-1.04,1711864529.4983416,41.41780352592468,8
AF-Q96SM3-F1-model_v3,1/5,null,9.64598125392966,23,5.495282693912429,-1.47,rank1_confidence-1.47,1711947062.6248481,33.143667221069336,8
AF-D6RA61-F1-model_v3,1/5,null,-4.380666343232585,11,6.558874959480804,-1.42,rank1_confidence-1.42,1711853493.7097638,33.08510184288025,8
AF-Q86XZ4-F1-model_v3,1/5,null,-1.71058983297383,4,4.218425119613315,-1.24,rank1_confidence-1.24,1711919727.9685745,30.074769496917725,8
AF-Q96T51-F1-model_v3,1/5,null,28.740424222559007,63,11.751399707043504,-3.19,rank1_confidence-3.19,1711947174.5951972,32.32715821266174,8
AF-Q495Y8-F1-model_v3,1/5,null,54920.52595055645,84,6.045973714778796,-2.74,rank1_confidence-2.74,1711901809.8404105,25.363612413406372,8
AF-P0CW24-F1-model_v3,1/5,null,14.59148096840764,51,7.033390888894303,-2.04,rank1_confidence-2.04,1711871295.5151083,24.075783252716064,8
AF-Q5T0J7-F1-model_v3,1/5,null,-0.5901558278833698,1,4.463649149071145,-3.11,rank1_confidence-3.11,1711905398.824378,22.345710039138794,8
AF-Q9UPZ9-F1-model_v3,3/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9UPZ9-F1-model_v3/rank1_confidence-0.67.sdf,-7.335182311636008,8,7.341899525464655,-0.62,rank1_confidence-0.62,1712000206.3614516,27.679900646209717,8
AF-Q15459-F1-model_v3,1/5,null,-1.6742051546164394,13,4.107976725989232,-1.63,rank1_confidence-1.63,1711897310.701806,37.64588212966919,8
AF-P09132-F1-model_v3,1/5,null,4836.796315591984,52,5.177381964175993,-2.72,rank1_confidence-2.72,1711869644.0754066,14.322492599487305,8
AF-P05114-F1-model_v3,1/5,null,370.39610380429116,48,9.027706264885794,-1.89,rank1_confidence-1.89,1711868015.8464046,13.182311534881592,8
AF-Q969M7-F1-model_v3,1/5,null,-2.1039101647615976,5,4.547653314747521,-4.23,rank1_confidence-4.23,1711937824.4822445,16.07146143913269,8
AF-Q9UHI5-F1-model_v3,1/5,null,-3.962578949567084,31,7.06772185788806,-1.73,rank1_confidence-1.73,1711991919.2554128,28.757842779159546,8
AF-O95868-F1-model_v3,1/5,null,89.15676387741843,12,5.513086169669876,-1.04,rank1_confidence-1.04,1711865615.5732667,13.898890733718872,8
AF-A8MTL3-F1-model_v3,1/5,null,12.310448445926198,15,5.220502682378921,-1.59,rank1_confidence-1.59,1711848010.3652673,20.6494083404541,8
AF-Q96LR9-F1-model_v3,1/5,null,-3.20814618124515,14,4.172675934036178,-1.8,rank1_confidence-1.80,1711943387.5770714,19.2037353515625,8
AF-Q3ZCM7-F1-model_v3,1/5,null,-4.469810331763388,16,6.633063489349638,-0.5,rank1_confidence-0.50,1711901531.8664007,23.3607656955719,8
AF-Q9UPW6-F1-model_v3,1/5,null,-2.992696761184733,19,8.910301371161708,-2.0,rank1_confidence-2.00,1711999972.175805,36.167715072631836,8
AF-O75177-F1-model_v3,1/5,null,17.130888157187666,34,8.292073778349092,-2.03,rank1_confidence-2.03,1711861850.18046,20.383527040481567,8
AF-Q9NUD7-F1-model_v3,1/5,null,32.239467095489104,40,7.138727256546687,-2.87,rank1_confidence-2.87,1711963891.9653635,24.631274461746216,8
AF-Q9UJU6-F1-model_v3,1/5,null,9250707.848826006,128,5.521762761245213,-1.99,rank1_confidence-1.99,1711995175.2180917,23.340940713882446,8
AF-Q5T750-F1-model_v3,1/5,null,-3.0712030736822338,2,7.10741478715785,-1.63,rank1_confidence-1.63,1711905944.2765832,16.467936277389526,8
AF-Q6GMV1-F1-model_v3,1/5,null,-0.8950067650043302,7,5.882820113285334,-1.67,rank1_confidence-1.67,1711909089.4728303,16.0090491771698,8
AF-C9JDV5-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-C9JDV5-F1-model_v3/rank1_confidence-0.98.sdf,42.05895167018397,29,5.5184469374145095,-0.93,rank1_confidence-0.93,1711853190.1673203,14.51523232460022,8
AF-P48539-F1-model_v3,1/5,null,4.155665480381674,9,4.617074287912658,-2.51,rank1_confidence-2.51,1711883398.0166538,11.875966787338257,8
AF-Q6IN97-F1-model_v3,1/5,null,-0.5546742704400222,52,9.726124661025764,-2.17,rank1_confidence-2.17,1711909452.034986,20.539462089538574,8
AF-Q5H8A3-F1-model_v3,1/5,null,1.3586700685822057,24,7.096511437673982,-1.95,rank1_confidence-1.95,1711903910.0470371,15.60539722442627,8
AF-Q96J01-F1-model_v3,1/5,null,-2.683135643604295,7,6.211497489519587,-2.71,rank1_confidence-2.71,1711941952.9531243,20.60163140296936,8
AF-Q9NW07-F1-model_v3,3/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9NW07-F1-model_v3/rank1_confidence-1.08.sdf,-3.4254399303659873,3,7.241012498322391,-0.6,rank1_confidence-0.60,1711965416.1981127,21.003867626190186,8
AF-Q96A05-F1-model_v3,1/5,null,-2.522278310586,5,7.938403256113546,-1.75,rank1_confidence-1.75,1711938129.7883046,17.782081604003906,8
AF-P16083-F1-model_v3,1/5,null,7.358386856305915,49,6.022936394163722,-2.22,rank1_confidence-2.22,1711874669.7526631,18.858825206756592,8
AF-P0DP01-F1-model_v3,4/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-P0DP01-F1-model_v3/rank1_confidence-1.30.sdf,-3.630906082388283,2,10.998971041887302,-1.27,rank1_confidence-1.27,1711872029.3196256,16.609851598739624,8
AF-Q9HBH1-F1-model_v3,1/5,null,142.29338541562808,64,7.06947431180582,-1.1,rank1_confidence-1.10,1711959718.8307836,19.461602687835693,8
AF-A6NEY8-F1-model_v3,1/5,null,-3.832812609134757,19,7.515366227953379,-0.55,rank1_confidence-0.55,1711845177.9879742,15.65289306640625,8
AF-Q9BZ23-F1-model_v3,1/5,null,-4.7709183127600605,27,9.943104951145898,-0.86,rank1_confidence-0.86,1711953407.779037,27.691845893859863,8
AF-P40939-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-P40939-F1-model_v3/rank1_confidence-0.03.sdf,-5.275159344892256,9,9.340072913261494,-0.09,rank1_confidence-0.09,1711881703.675776,20.1151180267334,8
AF-A4QN01-F1-model_v3,1/5,null,10.846736212783199,39,8.322774210871472,-1.74,rank1_confidence-1.74,1711844071.1437297,147.22063279151917,8
AF-Q6UXT8-F1-model_v3,1/5,null,-2.4893877530376294,7,7.230151634726212,-1.48,rank1_confidence-1.48,1711912604.7546003,14.379445314407349,8
AF-Q93062-F1-model_v3,1/5,null,-3.0840052590343405,24,10.50433002695813,-1.28,rank1_confidence-1.28,1711937509.7923846,17.663529634475708,8
AF-Q9UJQ7-F1-model_v3,1/5,null,-3.8147370102893396,43,6.42309257695257,-0.73,rank1_confidence-0.73,1711994811.8155565,33.400683641433716,8
AF-Q5T4B2-F1-model_v3,1/5,null,45967.145321968506,54,8.790365344763558,-1.69,rank1_confidence-1.69,1711905702.0662029,31.016748905181885,8
AF-Q96TC7-F1-model_v3,1/5,null,6.422909969475389,29,5.9147177025249675,-1.35,rank1_confidence-1.35,1711947330.3845606,23.881673574447632,8
AF-Q9NQR9-F1-model_v3,1/5,null,-0.8063429820945401,52,11.120818415443281,-1.41,rank1_confidence-1.41,1711961968.7481456,26.061259508132935,8
AF-P02545-F1-model_v3,1/5,null,-1.7212777015672587,2,7.14077112632674,-2.9,rank1_confidence-2.90,1711867040.057052,34.07890582084656,8
AF-A7MCY6-F1-model_v3,1/5,null,20487.05868856738,42,5.895745356072069,-1.93,rank1_confidence-1.93,1711847749.172433,33.509957790374756,8
AF-Q9BXL6-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9BXL6-F1-model_v3/rank1_confidence-1.44.sdf,-2.5486565349527037,12,3.5255664752489793,-0.77,rank1_confidence-0.77,1711952499.4235425,28.1018545627594,8
AF-Q96AT1-F1-model_v3,1/5,null,1198.095710412888,37,8.930446100148188,-2.2,rank1_confidence-2.20,1711938515.0364935,15.154038429260254,8
AF-P23508-F1-model_v3,1/5,null,-2.9965536989386,5,5.622070994389304,-2.31,rank1_confidence-2.31,1711877432.8158274,37.567450284957886,8
AF-Q9Y644-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9Y644-F1-model_v3/rank1_confidence-1.35.sdf,-3.7918900958178576,8,6.374308590360954,-2.09,rank1_confidence-2.09,1712003273.756369,16.97286605834961,8
AF-A6NEF3-F1-model_v3,1/5,null,-1.8015224661421976,3,7.313642470526304,-2.85,rank1_confidence-2.85,1711845046.2388878,34.370412826538086,8
AF-Q9HBK9-F1-model_v3,1/5,null,15.263862524014174,46,10.618290824804717,-0.66,rank1_confidence-0.66,1711959750.0992606,21.796844482421875,8
AF-Q6A1A2-F1-model_v3,4/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q6A1A2-F1-model_v3/rank1_confidence-0.40.sdf,-7.077381863669733,8,10.485539503235131,-0.37,rank1_confidence-0.37,1711908953.751178,17.11377191543579,8
AF-Q6PK81-F1-model_v3,1/5,null,-2.464533787271856,8,5.613955810409735,-1.69,rank1_confidence-1.69,1711911414.1862032,23.991032123565674,8
AF-Q96CS3-F1-model_v3,1/5,null,-2.1874627998126717,8,5.554648200163385,-2.45,rank1_confidence-2.45,1711939394.2036662,23.847556114196777,8
AF-Q9H237-F1-model_v3,1/5,null,291.60838088697164,55,6.699049453744607,-1.59,rank1_confidence-1.59,1711955839.628531,26.74053692817688,8
AF-Q9BSE5-F1-model_v3,1/5,null,-5.091894578178931,11,7.120705855518608,-1.49,rank1_confidence-1.49,1711950237.711568,20.579398155212402,8
AF-Q9UIV8-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9UIV8-F1-model_v3/rank1_confidence-1.23.sdf,-2.3906622160257713,3,7.267172842710991,-1.49,rank1_confidence-1.49,1711994820.531707,33.57304000854492,8
AF-Q8N8B7-F1-model_v3,1/5,null,15.239385893777191,10,7.2051389221143864,-0.86,rank1_confidence-0.86,1711925534.0650117,22.211792707443237,8
AF-Q9UK11-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9UK11-F1-model_v3/rank1_confidence-0.67.sdf,-1.7347926901427217,12,6.154716840751021,-1.77,rank1_confidence-1.77,1711995744.333155,17.390323877334595,8
AF-Q92674-F1-model_v3,1/5,null,-2.188859648487772,5,9.285789171811757,-1.65,rank1_confidence-1.65,1711936656.151991,34.10019087791443,8
AF-P04792-F1-model_v3,1/5,null,4.915792869912299,22,6.891245661368586,-2.17,rank1_confidence-2.17,1711867860.9754658,15.873351812362671,8
AF-A6NKP2-F1-model_v3,1/5,null,1.9209064916737937,38,8.405683809945884,-1.88,rank1_confidence-1.88,1711846793.3783064,22.697800397872925,8
AF-Q8N7X2-F1-model_v3,1/5,null,275.95460376090136,36,6.675032232306208,-2.44,rank1_confidence-2.44,1711925386.419373,21.734282970428467,8
AF-Q08722-F1-model_v3,1/5,null,-2.6672264316360903,0,11.851704901959934,-1.81,rank1_confidence-1.81,1711891039.4213154,19.955605506896973,8
AF-O60502-F1-model_v3,1/5,null,-6.744384053706826,11,7.698332261460337,-0.89,rank1_confidence-0.89,1711860780.5092156,38.699641704559326,8
AF-O75953-F1-model_v3,1/5,null,-2.9630835211827344,4,6.166591307143122,-1.72,rank1_confidence-1.72,1711863264.628564,21.43342089653015,8
AF-P15509-F1-model_v3,1/5,null,-2.4131625659344285,15,2.5392851500460836,-1.35,rank1_confidence-1.35,1711874406.7075884,24.603299379348755,8
AF-Q8WTQ4-F1-model_v3,1/5,null,717.5622544077402,45,10.769814304059395,-2.59,rank1_confidence-2.59,1711932972.5047472,17.92656922340393,8
AF-Q92685-F1-model_v3,1/5,null,-2.9090135185876744,45,6.152141724226581,-1.44,rank1_confidence-1.44,1711936681.2242162,26.078508138656616,8
AF-O75815-F1-model_v3,1/5,null,-3.050828115758929,3,8.448389860042099,-1.8,rank1_confidence-1.80,1711863012.32235,37.044018030166626,8
AF-D6RA61-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-D6RA61-F1-model_v3/rank1_confidence-1.42.sdf,-3.4561117660335694,8,5.551242396588108,-2.02,rank1_confidence-2.02,1711853565.2268262,23.121695280075073,8
AF-A6NLX4-F1-model_v3,1/5,null,367.3472538793448,50,10.347108467522474,-2.19,rank1_confidence-2.19,1711847055.2156465,52.334362506866455,8
AF-P08567-F1-model_v3,1/5,null,-1.1345378520363791,17,6.657184331880515,-2.35,rank1_confidence-2.35,1711869350.0108979,23.181712865829468,8
AF-Q9Y6N9-F1-model_v3,5/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9Y6N9-F1-model_v3/rank1_confidence-1.11.sdf,-3.6613847120963876,10,8.292795657397093,-1.12,rank1_confidence-1.12,1712003915.4628048,19.989932775497437,8
AF-O00231-F1-model_v3,1/5,null,0.5274116483469221,12,10.208932962593892,-2.12,rank1_confidence-2.12,1711854780.14311,25.236084938049316,8
AF-Q9Y572-F1-model_v3,1/5,null,-6.62478184018818,11,13.765208538436056,-0.7,rank1_confidence-0.70,1712002333.7397523,26.46741032600403,8
AF-Q9UFB7-F1-model_v3,3/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9UFB7-F1-model_v3/rank1_confidence-1.42.sdf,-3.3373962219325986,12,6.518549187931356,-0.98,rank1_confidence-0.98,1711990829.221225,23.45856213569641,8
AF-Q9BXI2-F1-model_v3,1/5,null,2552.3762703910475,55,7.532674895868766,-2.59,rank1_confidence-2.59,1711952253.4031842,20.182852268218994,8
AF-Q8IUB5-F1-model_v3,3/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q8IUB5-F1-model_v3/rank1_confidence-1.18.sdf,-2.3551458790949207,6,15.359402351297518,-1.69,rank1_confidence-1.69,1711920227.3345623,14.76611042022705,8
AF-Q5VUY2-F1-model_v3,1/5,null,-5.566669422483055,33,9.784686343344973,-0.57,rank1_confidence-0.57,1711907277.18272,23.53997802734375,8
AF-Q9Y399-F1-model_v3,1/5,null,-0.5020603451529188,47,6.378738145824258,-1.89,rank1_confidence-1.89,1712001400.9095995,19.47749352455139,8
AF-Q92597-F1-model_v3,1/5,null,13.013475757361777,20,9.6151881585821,-1.28,rank1_confidence-1.28,1711936462.2458997,21.72647976875305,8
AF-Q00597-F1-model_v3,1/5,null,57.2077269954303,46,8.042375469049006,-1.78,rank1_confidence-1.78,1711888170.0517418,27.490795850753784,8
AF-Q9BRB3-F1-model_v3,4/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9BRB3-F1-model_v3/rank1_confidence-1.21.sdf,0.855654701203025,4,10.899732739824117,-2.09,rank1_confidence-2.09,1711949938.507645,21.32115077972412,8
AF-Q5VZ52-F1-model_v3,1/5,null,52.50408660355804,16,5.756275622346877,-1.54,rank1_confidence-1.54,1711907670.3494782,15.147705316543579,8
AF-P45973-F1-model_v3,4/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-P45973-F1-model_v3/rank1_confidence-0.37.sdf,-7.027551039233461,15,7.73612681571025,-0.27,rank1_confidence-0.27,1711882746.3128998,13.823588848114014,8
AF-O15269-F1-model_v3,1/5,null,85804.44678259233,59,4.922490489328283,-3.19,rank1_confidence-3.19,1711857866.480889,25.022669076919556,8
AF-Q9Y263-F1-model_v3,1/5,null,25062.589983171943,112,7.004926163182375,-3.13,rank1_confidence-3.13,1712000584.1288462,35.18485617637634,8
AF-Q05066-F1-model_v3,1/5,null,-4.3425528367693875,14,6.493629869862559,-1.82,rank1_confidence-1.82,1711889947.6575136,20.278754711151123,8
AF-Q9BZI1-F1-model_v3,1/5,null,1.3123762377057449,31,7.786201795495785,-1.71,rank1_confidence-1.71,1711953593.8609898,23.594367742538452,8
AF-Q9UBC0-F1-model_v3,1/5,null,-1.7413103446286904,9,11.253044252449612,-1.35,rank1_confidence-1.35,1711986764.4764416,31.36639952659607,8
AF-Q96LR5-F1-model_v3,1/5,null,-2.216941024219917,9,7.21553149313786,-1.62,rank1_confidence-1.62,1711943376.3602545,16.802209615707397,8
AF-Q8WZA6-F1-model_v3,1/5,null,30.985126139408585,44,7.535461433360354,-1.54,rank1_confidence-1.54,1711936098.0547063,22.627594232559204,8
AF-Q6ZVZ8-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q6ZVZ8-F1-model_v3/rank1_confidence-1.10.sdf,-4.612076854543762,6,6.465448686077366,-0.43,rank1_confidence-0.43,1711914957.8390837,15.956418752670288,8
