Protein ID,Binding Affinity (kcal/mol),Number of clashes,Strain Energy,Confidence Score,Rank of sdf,_timestamp,_runtime,_step
3bl2_protein_processed,-7.331373763417912,2,1.0527270375329465,null,3bl2_ligand,1711390804.728562,54.23814415931702,6
3wax_protein_processed,-6.156177506486264,7,4.0042554983353895,null,3wax_ligand,1711397776.97748,1.0969879627227783,2
6rnt_protein_processed,-13.138875214859839,2,2.723112271057772,null,6rnt_ligand,1711419101.009167,8.022526025772095,6
4bny_protein_processed,-9.614075709295433,4,-4.586715823445729,null,4bny_ligand,1711399068.452945,21.649051904678345,6
2qu2_protein_processed,-12.658815389548195,4,-1.7669109497652755,null,2qu2_ligand,1711388220.2253208,20.61307382583618,6
4dr9_protein_processed,104.26802875451367,5,1.8173074329329353,null,4dr9_ligand,1711399778.913217,30.80211114883423,6
4zga_protein_processed,-10.829998814837328,3,2.952373070430369,null,4zga_ligand,1711406564.9367936,37.12007164955139,6
2b17_protein_processed,-9.250562816883765,2,3.1567818373965224,null,2b17_ligand,1711385450.6431575,9.230614423751831,6
4lw1_protein_processed,-4.287243670685757,3,2.5479059576003156,null,4lw1_ligand,1711402455.2132258,8.79291582107544,6
6g2e_protein_processed,-10.712474764291946,13,2.971419438865695,null,6g2e_ligand,1711416472.6433759,9.889762878417969,6
5u9i_protein_processed,-10.874222779321574,3,0.503518031904278,null,5u9i_ligand,1711412499.8287756,10.509407758712769,6
3skf_protein_processed,-10.484929890946125,7,2.9604231430921075,null,3skf_ligand,1711396402.7177675,44.77427959442139,6
2i3i_protein_processed,-11.466744392465126,11,-77.05444454278212,null,2i3i_ligand,1711386670.169059,17.17434310913086,6
6rz6_protein_processed,-9.445404819957389,5,5.841731759254159,null,6rz6_ligand,1711419153.2492409,29.599783897399902,6
2hob_protein_processed,-9.563091745194978,1,2.050046080559259,null,2hob_ligand,1711386683.7339485,120.04138946533203,6
6bo6_protein_processed,-10.028622010089085,12,3.284939731232905,null,6bo6_ligand,1711414794.4190123,117.86635828018188,6
4rll_protein_processed,-5.418132131925738,3,0.11116372504444882,null,4rll_ligand,1711404689.7646794,18.041311502456665,6
4e3f_protein_processed,-13.0701352323281,12,1.4716875317778388,null,4e3f_ligand,1711399859.7835128,14.39445686340332,6
5ih9_protein_processed,-10.19819117436022,0,8.430519350103538,null,5ih9_ligand,1711409441.3881102,22.91184711456299,6
5q0l_protein_processed,-8.87433476248019,4,13.553797091677453,null,5q0l_ligand,1711411741.71428,7.899560928344727,3
4o0y_protein_processed,-3.650929615070087,7,2.613447791506516,null,4o0y_ligand,1711403267.348494,18.101573944091797,6
5j19_protein_processed,-4.464931759952938,5,10.425778461973565,null,5j19_ligand,1711409710.903956,83.19389986991882,6
1yy6_protein_processed,-4.610995428555512,9,1.939067327122011,null,1yy6_ligand,1711385073.420144,54.17885613441467,6
5fiv_protein_processed,-13.568160422438917,6,4.100520686432887,null,5fiv_ligand,1711408610.213627,22.047443151474,6
5m56_protein_processed,55354.2662598763,1,1.3729178828410795,null,5m56_ligand,1711410718.3247294,17.869324445724487,6
4np3_protein_processed,-8.686029955283347,8,8.790152214643086,null,4np3_ligand,1711403147.0667126,3.614316701889038,3
2wxp_protein_processed,-5.77528110202726,1,1.8875565223647541,null,2wxp_ligand,1711389315.8109002,49.16217231750488,3
5vd2_protein_processed,-9.23629717607619,9,2.993905364722025,null,5vd2_ligand,1711412913.039243,20.038701057434082,6
1pw6_protein_processed,11.63737660789946,20,null,null,1pw6_ligand,1711383256.5091717,4.648141622543335,3
3g2z_protein_processed,-6.558606606857553,9,4.2423201329198434,null,3g2z_ligand,1711392387.5626009,4.244442939758301,3
4yrr_protein_processed,-11.68415924420584,9,-10.04642855348773,null,4yrr_ligand,1711406305.638469,32.32041001319885,6
4q7p_protein_processed,-7.659825587882381,6,6.127995350078567,null,4q7p_ligand,1711404080.1488962,12.886191129684448,6
2xaf_protein_processed,-4.542306526209328,9,2.730593316712069,null,2xaf_ligand,1711389517.0957687,73.02076363563538,6
2wap_protein_processed,-6.396150392955541,6,5.74602699115032,null,2wap_ligand,1711389092.7373335,73.59785342216492,6
2v58_protein_processed,-12.774061283091024,3,6.271482848695456,null,2v58_ligand,1711388609.8139837,19.72847056388855,6
4euo_protein_processed,-7.154945955874779,4,5.172267428816902,null,4euo_ligand,1711400144.632568,24.201111793518066,6
4mcc_protein_processed,-8.26686085912176,3,2.728152981361543,null,4mcc_ligand,1711402624.338793,23.162348985671997,6
3fyz_protein_processed,-11.469274889870329,5,8.13071360668657,null,3fyz_ligand,1711392332.8806653,19.372342348098755,6
3atv_protein_processed,-4.804753130011394,8,-2.560093001589081,null,3atv_ligand,1711390558.717827,20.60680913925171,6
4nvq_protein_processed,-12.82502589167103,11,9.485927080130637,null,4nvq_ligand,1711403198.0689697,16.68074083328247,6
3wto_protein_processed,-8.870090703476333,2,4.332098319648665,null,3wto_ligand,1711397979.0245035,35.22832536697388,6
1syo_protein_processed,-9.027849344903602,6,-4.699842326898931,null,1syo_ligand,1711383901.9836352,33.511486291885376,6
1p1q_protein_processed,-5.72719321626172,23,null,null,1p1q_ligand,1711383125.447459,16.04267191886902,6
1mrx_protein_processed,-8.40995502147733,3,0.26082687995397436,null,1mrx_ligand,1711382508.3786714,44.367778301239014,6
3bft_protein_processed,-7.086061232069691,5,7.416600266834919,null,3bft_ligand,1711390706.413257,11.536564826965332,6
5bsk_protein_processed,-7.322725666279248,13,3.2816290888771675,null,5bsk_ligand,1711407373.3059018,21.896480798721313,6
2evl_protein_processed,-9.284698825732905,5,17.597773274122574,null,2evl_ligand,1711385983.0035431,18.356184244155884,6
6gmq_protein_processed,-3.288971673823616,23,-11.922110798796112,null,6gmq_ligand,1711416719.2239203,10.674293279647827,6
3dpk_protein_processed,-8.495729056830326,2,30.487146187032536,null,3dpk_ligand,1711391497.758175,25.17769193649292,6
4ark_protein_processed,-6.889025355514272,8,2.2020507452760683,null,4ark_ligand,1711398612.0597136,58.792513608932495,6
1jvp_protein_processed,-3.85670768584801,4,10.02941995520181,null,1jvp_ligand,1711381931.8307393,12.117586374282837,3
6nfg_protein_processed,-13.901045440844083,6,1.7140394336324363,null,6nfg_ligand,1711418105.163111,25.882447957992554,6
4j0p_protein_processed,-10.000000192159165,22,2.0610669784879576,null,4j0p_ligand,1711401399.8127847,33.762492656707764,6
4mww_protein_processed,-7.673983849212319,7,-2.958129798510072,null,4mww_ligand,1711402921.6867983,40.99545240402222,6
6py0_protein_processed,-4.484483179446033,4,6.245142491988787,null,6py0_ligand,1711418701.4919345,21.22969150543213,6
6g2o_protein_processed,-6.912916763524796,0,4.2980569530319315,null,6g2o_ligand,1711416490.5018256,19.6587975025177,6
5enc_protein_processed,-8.815551841117413,10,1.1280696746613614,null,5enc_ligand,1711408236.741788,6.9341888427734375,6
2e2r_protein_processed,-8.073704501525599,13,3.327886642142863,null,2e2r_ligand,1711385903.8659856,12.700867652893066,6
1i9o_protein_processed,-9.465178498568852,3,6.536092211669754,null,1i9o_ligand,1711381671.6776583,17.28688335418701,6
1fwu_protein_processed,-6.2099947662329775,2,12.513455549684991,null,1fwu_ligand,1711381078.871663,20.6405131816864,6
2gdo_protein_processed,-6.432640661784611,2,-13.977263625976462,null,2gdo_ligand,1711386313.9726942,6.897711277008057,3
1v0p_protein_processed,-4.258852560512251,3,0.7952636311670602,null,1v0p_ligand,1711384352.6440427,39.53646278381348,6
2ya8_protein_processed,-9.571109097365696,6,0.12282848271577507,null,2ya8_ligand,1711389970.5266123,49.96722936630249,6
1qi0_protein_processed,-8.903769152460313,1,7.736252265036143,null,1qi0_ligand,1711383464.0926666,16.60947561264038,6
4jft_protein_processed,-10.221611033166864,6,0.7174255010450992,null,4jft_ligand,1711401573.109896,20.330307006835938,6
1m7y_protein_processed,-9.446580934563826,29,29.29996078994307,null,1m7y_ligand,1711382406.1888735,40.49406051635742,6
4uw1_protein_processed,60.18005747398835,0,2.5719533669978745,null,4uw1_ligand,1711405319.0477493,12.953962326049805,6
6jsz_protein_processed,-9.43054528222119,8,-24.93634253973515,null,6jsz_ligand,1711417618.3090744,25.53540349006653,6
4xtp_protein_processed,-3.014303492361249,14,2.9148445701850463,null,4xtp_ligand,1711405912.8048985,14.64560055732727,6
3bm9_protein_processed,-11.373582524879675,2,2.8107162824242344,null,3bm9_ligand,1711390781.8174846,12.310587644577026,6
4dst_protein_processed,-11.185653949780512,2,0.6104838492712901,null,4dst_ligand,1711399773.238765,8.371712923049927,3
4cg9_protein_processed,-12.061192336129622,3,0.12375664667334618,null,4cg9_ligand,1711399342.9225364,19.492982387542725,6
2weq_protein_processed,-5.177966482350047,7,2.745693416050898,null,2weq_ligand,1711389108.1734269,34.00613188743591,6
3hab_protein_processed,-8.268597319594935,17,38.621600725353446,null,3hab_ligand,1711392789.4547389,35.9245879650116,6
4ezz_protein_processed,-5.024340409519016,1,1.7456134794630884,null,4ezz_ligand,1711400229.2886405,66.2755675315857,6
5ykp_protein_processed,-6.585811436034991,0,5.798040531816895,null,5ykp_ligand,1711413823.760452,19.48189091682434,6
3ttn_protein_processed,-12.580292920071917,2,20.8395528916637,null,3ttn_ligand,1711396943.1394627,13.837105751037598,3
1a5v_protein_processed,-6.839756945907285,9,3.142810741561732,null,1a5v_ligand,1711379818.5669382,10.075068235397339,6
5lqf_protein_processed,-5.458149396356169,4,6.618389600764836,null,5lqf_ligand,1711410543.553208,6.58529806137085,3
5alz_protein_processed,-8.726994376408195,2,2.310063528360658,null,5alz_ligand,1711407205.6626003,62.67855739593506,6
6br3_protein_processed,-6.985741624964848,31,1.445758874148126,null,6br3_ligand,1711414736.5647745,21.391926527023315,6
6n9h_protein_processed,-0.9771639470365366,8,-56.60846903881489,null,6n9h_ligand,1711418056.6927419,11.830988883972168,6
3a3y_protein_processed,-13.189339620868894,11,2.8923403835248394,null,3a3y_ligand,1711390417.1479342,79.3456621170044,6
1sps_protein_processed,4502.406629187072,9,11.133986944076781,null,1sps_ligand,1711383866.6706488,63.295732736587524,6
4y2s_protein_processed,-5.2773644310125745,9,1.845374355218759,null,4y2s_ligand,1711406014.6066744,21.360182523727417,6
1x11_protein_processed,-7.642543216318839,5,5.432680363058374,null,1x11_ligand,1711384673.3323932,14.224743127822876,3
4od7_protein_processed,-4.838727709005023,0,4.499653059356589,null,4od7_ligand,1711403440.196523,6.9159369468688965,3
2vx9_protein_processed,-12.544829979009334,3,4.930012803568932,null,2vx9_ligand,1711388878.1789238,18.17775273323059,6
4h3b_protein_processed,-11.586312744296812,4,0.021130427735627677,null,4h3b_ligand,1711400882.2947612,91.09480810165405,6
4wy6_protein_processed,-10.543881179471123,5,0.0028682820877961035,null,4wy6_ligand,1711405620.083064,18.479587078094482,6
3h52_protein_processed,-11.165449243969093,52,18.433653502194744,null,3h52_ligand,1711392763.8472338,49.053682804107666,6
6dh0_protein_processed,-5.5703751099228445,13,-0.2693714436927763,null,6dh0_ligand,1711415363.4373183,35.73177433013916,6
3b9s_protein_processed,-7.537247519144005,27,13.689722806239807,null,3b9s_ligand,1711390677.3162243,9.845579385757446,6
6fnq_protein_processed,-11.236840112666412,4,0.5022919773585102,null,6fnq_ligand,1711416285.9921384,5.502703428268433,3
4hu1_protein_processed,-7.96542951226463,18,2.413112931438917,null,4hu1_ligand,1711401003.8261056,14.590006589889526,6
5i25_protein_processed,-3.8906046972340116,5,6.218156571595443,null,5i25_ligand,1711409294.082459,69.28138208389282,6
1yt9_protein_processed,-2.440526573266092,11,0.28413483277780927,null,1yt9_ligand,1711385018.4905589,30.56741690635681,6
6d5g_protein_processed,-3.530633709056907,0,7.628625053968108e-05,null,6d5g_ligand,1711415293.3068242,62.177563190460205,6
4od0_protein_processed,-9.890433115232858,6,2.3161757443893407,null,4od0_ligand,1711403458.6033962,26.27623224258423,6
3eyf_protein_processed,-10.005710590754383,7,4.1853635787661005,null,3eyf_ligand,1711392040.9404008,98.6291708946228,6
4mnp_protein_processed,-11.03857570044409,0,1.7479483528732018,null,4mnp_ligand,1711402762.7827077,17.313065767288208,6
2x7c_protein_processed,-9.44381185974983,1,6.075580622280583,null,2x7c_ligand,1711389413.2643254,16.354103326797485,6
4o4g_protein_processed,-8.486411718596454,4,1.7522507289251195,null,4o4g_ligand,1711403421.9774518,104.1545467376709,6
6t1i_protein_processed,-11.424388832573372,1,2.275118643355299,null,6t1i_ligand,1711419263.0644023,22.428406238555908,6
4mlx_protein_processed,-10.133989438005557,7,11.583399410819794,null,4mlx_ligand,1711402729.8003023,21.05620837211609,6
4jkw_protein_processed,-9.867418113588249,2,1.1589132841535275,null,4jkw_ligand,1711401629.6831765,7.862063407897949,6
2xs8_protein_processed,48.97523747502474,9,2.8288837987359017,null,2xs8_ligand,1711389766.7363052,52.5688681602478,6
4m5k_protein_processed,-12.353458274663806,3,3.364024839725431,null,4m5k_ligand,1711402550.7229056,4.104444742202759,3
1w96_protein_processed,-6.916522172421266,13,1.0655520091529027,null,1w96_ligand,1711384621.8921745,42.92834448814392,6
3kl6_protein_processed,-8.371935073315369,0,0.5603374862449186,null,3kl6_ligand,1711393651.111944,21.380353927612305,6
2ovv_protein_processed,-12.988142853645016,15,3.746914113609016,null,2ovv_ligand,1711387614.7072265,20.731895446777344,6
1srg_protein_processed,-15.405565540097294,8,14.49940848668244,null,1srg_ligand,1711383837.0243683,20.218703269958496,6
6p1l_protein_processed,-11.046889555340584,2,6.706062045444995,null,6p1l_ligand,1711418537.4156551,62.44521713256836,6
4qpa_protein_processed,-7.671943193932748,0,6.418121453659946,null,4qpa_ligand,1711404277.7590916,6.701056718826294,3
4ezo_protein_processed,-5.2045977039907365,4,2.649041073861355,null,4ezo_ligand,1711400288.061461,131.3513720035553,6
3bwk_protein_processed,-12.80158830537516,2,0.0016673663416781892,null,3bwk_ligand,1711390910.723274,74.64940690994263,6
5b4l_protein_processed,-7.441250215704582,7,-27.08047957291342,null,5b4l_ligand,1711407300.1133842,22.38704228401184,6
6mdq_protein_processed,-12.929158502408074,12,2.1968767936040763,null,6mdq_ligand,1711417754.4496877,27.657092809677124,6
4hv7_protein_processed,-8.035678611815449,16,11.643080852088445,null,4hv7_ligand,1711401005.5620494,5.50803542137146,3
4c4j_protein_processed,-7.880645597892514,10,6.585571717968314,null,4c4j_ligand,1711399222.344764,21.47854709625244,6
5ia5_protein_processed,-12.233829918190164,3,3.8654305308794363,null,5ia5_ligand,1711409394.4425547,59.87646675109863,6
2xpk_protein_processed,-6.840547567793842,3,1.3203917344719684,null,2xpk_ligand,1711389772.529753,61.36504602432251,6
5ndd_protein_processed,-9.56012568745627,0,32.87893226821915,null,5ndd_ligand,1711411126.5131679,21.790977954864502,3
4oeu_protein_processed,-6.593357697085104,8,4.7719253002154005,null,4oeu_ligand,1711403470.0785403,7.871415376663208,3
1ie9_protein_processed,-9.49366074074855,0,-1.52551264682738,null,1ie9_ligand,1711381703.3325639,28.90884280204773,6
1l0a_protein_processed,-9.894436033390159,7,2.7035635371047384,null,1l0a_ligand,1711382143.817527,31.248067140579224,6
6b30_protein_processed,-10.12042547181409,4,2.84269194842674,null,6b30_ligand,1711414423.0987215,36.10316061973572,6
2y6c_protein_processed,-7.04775902807312,2,0.000931578283307033,null,2y6c_ligand,1711389871.8132267,6.5028157234191895,3
5hkb_protein_processed,-7.798620558797794,5,1.2380796254881048,null,5hkb_ligand,1711409152.0600278,61.87231087684631,6
1g32_protein_processed,52.569463057787395,5,13.208467459539094,null,1g32_ligand,1711381111.767736,21.137248992919922,6
2gfk_protein_processed,-6.770389526396836,6,4.953627385407387,null,2gfk_ligand,1711386325.7117362,15.289526224136353,6
4i9z_protein_processed,-10.201629802939442,2,0.058835084366876345,null,4i9z_ligand,1711401186.3219156,22.503552675247192,6
1x8t_protein_processed,-10.375990928871726,0,2.947378794886504,null,1x8t_ligand,1711384710.4475992,20.832412242889404,6
3ozp_protein_processed,-6.029035049654069,13,3.64027810809268,null,3ozp_ligand,1711395155.19007,49.24273896217346,6
5m51_protein_processed,-5.610094678682649,13,1.3881461221568543,null,5m51_ligand,1711410700.7016146,5.988322734832764,3
5dlx_protein_processed,-7.069112341134429,2,0.11202581807995671,null,5dlx_ligand,1711407836.4962354,16.999189376831055,6
3x1k_protein_processed,-3.0412509549036657,8,-0.6514387404641724,null,3x1k_ligand,1711398008.4407873,19.28755021095276,6
4y63_protein_processed,-8.941211387900047,8,5.582108728249061,null,4y63_ligand,1711406053.134762,17.613279104232788,6
3rjm_protein_processed,-10.331238689041879,6,0.6474286452659754,null,3rjm_ligand,1711395993.5593498,33.202868700027466,6
5nhz_protein_processed,-6.748764587933191,6,2.0552715679778686,null,5nhz_ligand,1711411171.074589,12.651358127593994,6
1ppc_protein_processed,-3.211744680639151,9,4.628140649695226,null,1ppc_ligand,1711383218.2421339,22.12736177444458,6
1oiu_protein_processed,-10.15041388267593,17,4.256102934400133,null,1oiu_ligand,1711382975.6435645,8.118070363998413,3
5k8n_protein_processed,-12.341605560019342,3,2.0257484906837533,null,5k8n_ligand,1711410061.1760237,30.321131706237793,6
1ceb_protein_processed,-7.726601661756775,16,-2.2453312954406073,null,1ceb_ligand,1711380402.2966735,9.148515462875366,6
1g45_protein_processed,-9.02866617294094,1,4.820963322745577,null,1g45_ligand,1711381123.6607664,13.398998260498047,6
4i9o_protein_processed,-4.6827899349224085,6,15.390792532476496,null,4i9o_ligand,1711401163.5379086,5.858590602874756,3
3qcq_protein_processed,-16.665534047305254,19,null,null,3qcq_ligand,1711395578.1289828,5.877312898635864,3
5i59_protein_processed,-9.275549137741097,2,0.8226557800746832,null,5i59_ligand,1711409301.8103292,30.953269243240356,6
5msb_protein_processed,-10.576563815912534,1,2.3671281626805296,null,5msb_ligand,1711410913.7819614,12.236305475234985,6
6b4h_protein_processed,-7.281620265279819,19,4.627346675461901,null,6b4h_ligand,1711414419.68308,20.007662057876587,6
1qwf_protein_processed,-6.289647789622063,17,10.225682092104663,null,1qwf_ligand,1711383530.2352002,15.417542219161987,6
3ckp_protein_processed,-7.616061756311429,2,4.281650657630379,null,3ckp_ligand,1711391169.7798247,67.89319276809692,6
2c8y_protein_processed,-9.31461995464358,16,4.738079662250257,null,2c8y_ligand,1711385730.376616,35.19458508491516,6
2ym7_protein_processed,-7.527412563638291,7,3.4769044989658795,null,2ym7_ligand,1711390100.1568596,30.441827535629272,6
4iid_protein_processed,-6.298545549397501,13,2.9284916106515517,null,4iid_ligand,1711401255.8399432,29.07159113883972,6
3qak_protein_processed,-11.448237461787214,14,23.895034601727453,null,3qak_ligand,1711395589.0956578,48.213446855545044,6
4rrf_protein_processed,-5.90432297719679,6,1.8529121853207968,null,4rrf_ligand,1711404719.5924373,18.032503366470337,6
3ppj_protein_processed,-12.353149838544683,15,13.314788280602272,null,3ppj_ligand,1711395376.404947,15.976670980453491,6
3cl0_protein_processed,-11.491689370223893,1,2.1656631263848354,null,3cl0_ligand,1711391142.645865,34.3614718914032,6
2ipo_protein_processed,-1.362998209314572,14,2.0124617556914277,null,2ipo_ligand,1711386776.4737482,25.101928234100342,6
6b5t_protein_processed,-10.707418675986736,16,3.435748669584484,null,6b5t_ligand,1711414475.3872716,46.00835466384888,6
3zo1_protein_processed,-7.789574377952365,4,4.816029801264023,null,3zo1_ligand,1711398124.6354017,16.636104822158813,3
2k1q_protein_processed,-11.289336650925627,3,6.12581067344108,null,2k1q_ligand,1711387039.4088326,24.88079857826233,6
4lys_protein_processed,-10.100284721331777,2,1.2823505713112837,null,4lys_ligand,1711402499.9186807,15.338493585586548,6
3nga_protein_processed,-7.473216641007053,8,19.534406596021412,null,3nga_ligand,1711394596.747685,18.202107906341553,6
1c5z_protein_processed,-4.430926537368849,10,0.660621685549156,null,1c5z_ligand,1711380384.9755008,17.61724591255188,6
5es1_protein_processed,-0.0023384002690457484,3,null,null,5es1_ligand,1711408324.7360752,36.32981610298157,6
5ut4_protein_processed,-5.451994821124673,14,27.039130908757407,null,5ut4_ligand,1711412712.1958978,22.833574771881104,6
2j7w_protein_processed,-4.434060643797705,20,1.5447508385938242,null,2j7w_ligand,1711386895.8064954,42.22613739967346,6
4zpf_protein_processed,-10.058896886960747,8,-0.741202285216616,null,4zpf_ligand,1711406673.58824,60.342376947402954,6
5or9_protein_processed,-9.23779826813218,0,0.3777836780791475,null,5or9_ligand,1711411600.5481002,11.897568225860596,6
2r2m_protein_processed,-11.671058031331823,2,2.5594933704290526,null,2r2m_ligand,1711388297.4790294,19.4749813079834,6
4bo3_protein_processed,-8.658443621326086,7,3.9864598939309417,null,4bo3_ligand,1711399070.1189938,20.210681676864624,6
1r58_protein_processed,58325.54235734077,14,7.059272671549536,null,1r58_ligand,1711383593.7905483,39.994343280792236,6
2hpa_protein_processed,-4.91853942011735,11,3.4926207556937214,null,2hpa_ligand,1711386598.88643,30.898296117782593,6
3hs8_protein_processed,-5.538000685986438,8,-0.03973498882449178,null,3hs8_ligand,1711392948.2268417,38.77823257446289,3
4jof_protein_processed,-13.332139249560706,5,3.025787886889546,null,4jof_ligand,1711401715.1154313,48.50306439399719,6
5dd0_protein_processed,-5.138155013213299,9,16.90111389652214,null,5dd0_ligand,1711407754.1683404,21.47230839729309,3
5xs8_protein_processed,-4.613599331287301,7,1.771559429123215,null,5xs8_ligand,1711413664.5612895,59.11720252037048,6
1pxn_protein_processed,-7.9028584170374865,2,12.343977952308464,null,1pxn_ligand,1711383285.6840758,15.020829916000366,6
5t4f_protein_processed,-8.919610168565313,9,1.311790053145085,null,5t4f_ligand,1711412053.2653303,44.25508522987366,3
5ifu_protein_processed,-3.809781816209948,2,6.310868549857595,null,5ifu_ligand,1711409463.5175211,62.77271103858948,6
6ovz_protein_processed,-10.593777749731244,5,0.8496388056197475,null,6ovz_ligand,1711418443.3065283,34.30153226852417,6
5ea5_protein_processed,-13.781735385847531,3,3.0088765980950996,null,5ea5_ligand,1711408119.6599958,77.63418579101562,6
1oss_protein_processed,-13.415064676129555,4,1.1474148823425665,null,1oss_ligand,1711383042.1029203,10.484314203262329,6
3gcs_protein_processed,-9.981869872494995,2,2.240893402802797,null,3gcs_ligand,1711392524.9450443,20.389631271362305,6
1ai5_protein_processed,-12.800830333193131,3,3.7856238749203044,null,1ai5_ligand,1711379905.3562841,29.100184202194214,6
2b1r_protein_processed,-11.241839584863348,1,0.5722615282677133,null,2b1r_ligand,1711385461.909397,15.57285189628601,6
1bug_protein_processed,80.47129792864709,44,0.683464736019662,null,1bug_ligand,1711380269.8643107,1.0414676666259766,2
3p2h_protein_processed,-7.649638339865512,19,-7.708111777043996,null,3p2h_ligand,1711395140.7167628,12.838143825531006,6
6aqf_protein_processed,-5.656931495973978,7,-66.57727842981691,null,6aqf_ligand,1711414279.9417908,18.669646739959717,6
4zt8_protein_processed,-4.377816149413544,4,2.0521177194037463,null,4zt8_ligand,1711406670.534425,3.6326091289520264,3
3p8o_protein_processed,-11.861362843916792,4,3.1791432344547417,null,3p8o_ligand,1711395205.0107484,18.736477375030518,6
4aom_protein_processed,-10.739480908208613,2,0.03467906370892848,null,4aom_ligand,1711398539.666588,15.299949169158936,3
6a6k_protein_processed,-8.693872896791712,1,5.8371800794777755,null,6a6k_ligand,1711414134.263843,19.1288800239563,6
4m5i_protein_processed,-6.166128628999776,4,3.9093092273486434,null,4m5i_ligand,1711402545.0236924,3.9003663063049316,3
6i8z_protein_processed,-12.270218699599766,6,0.07406161895543306,null,6i8z_ligand,1711417392.4270518,24.219392776489258,6
4izy_protein_processed,-12.050725918401335,15,2.264579856707935,null,4izy_ligand,1711401377.3311348,24.943034887313843,6
5c1x_protein_processed,-4.974821490651256,10,1.1417913458045277,null,5c1x_ligand,1711407433.754833,31.487026929855347,6
1cbx_protein_processed,-10.380453965244723,6,3.902949639200301,null,1cbx_ligand,1711380407.9689913,15.58831524848938,6
5txy_protein_processed,-13.470726253851327,7,2.2361643905771302,null,5txy_ligand,1711412364.2695856,21.90570855140686,6
4kz7_protein_processed,-8.242325138583595,3,1.727233419066323,null,4kz7_ligand,1711402171.6191177,15.125605821609497,6
3q3k_protein_processed,-1.2830391199068623,12,3.266599363445753,null,3q3k_ligand,1711395472.8286755,5.861016511917114,3
3iw8_protein_processed,-9.364003558045658,2,2.4241119484904914,null,3iw8_ligand,1711393356.2153556,20.37226963043213,6
5xsu_protein_processed,-9.248446253665426,10,15.712658937160924,null,5xsu_ligand,1711413614.5895324,6.834063291549683,3
3s5y_protein_processed,-11.348681823875994,16,1.614344775455315,null,3s5y_ligand,1711396294.2743433,66.92359113693237,6
4dk8_protein_processed,-9.374934343052947,2,6.417135321624222,null,4dk8_ligand,1711399742.793628,35.11779594421387,6
5odx_protein_processed,-9.065314571719373,7,0.9107188189850319,null,5odx_ligand,1711411511.3207781,15.264139175415039,3
4g0p_protein_processed,-6.634717378726802,5,2.9449943323298555,null,4g0p_ligand,1711400471.3039134,10.365155458450317,6
4mvw_protein_processed,-10.275915889281578,10,12.563554576710068,null,4mvw_ligand,1711402914.4446015,55.14396548271179,6
5h09_protein_processed,-4.087404193986662,4,0.13753325591873988,null,5h09_ligand,1711408937.6682534,37.45414638519287,6
4az3_protein_processed,-7.625042485551837,1,13.172345721070975,null,4az3_ligand,1711398696.7648413,29.07212543487549,6
2xcn_protein_processed,-8.680327636568189,17,3.4889142521504546,null,2xcn_ligand,1711389537.037825,42.86784815788269,6
4x21_protein_processed,-9.289526633347618,3,0.09286950787988246,null,4x21_ligand,1711405670.4623313,17.793699264526367,3
4bbg_protein_processed,-6.8479305881064105,1,1.1936066852055376,null,4bbg_ligand,1711398923.9164083,42.49880623817444,6
5tkk_protein_processed,-10.076888973464149,6,10.620995576829216,null,5tkk_ligand,1711412233.021152,51.42603397369385,6
4hw3_protein_processed,-9.259186193960796,30,4.225386785818813,null,4hw3_ligand,1711401023.2984822,11.064357280731201,6
4mmf_protein_processed,-4.250556041811801,3,4.766154375161712,null,4mmf_ligand,1711402760.752573,22.690382957458496,6
1w4p_protein_processed,-8.424369363508283,3,1.5973883916475131,null,1w4p_ligand,1711384553.4604568,15.062078952789307,6
6n0j_protein_processed,-9.163919561371065,8,0.5708899015217312,null,6n0j_ligand,1711417979.7328448,18.71625781059265,6
1li6_protein_processed,-6.892516039810777,14,1.7005268729103875,null,1li6_ligand,1711382222.464492,3.4635090827941895,3
6gw1_protein_processed,-10.000896201012516,18,9.588145059324674,null,6gw1_ligand,1711416806.5953586,39.525699615478516,6
3psl_protein_processed,-11.250551912555744,11,0.7057708556741176,null,3psl_ligand,1711395411.2202032,23.72208023071289,6
4agd_protein_processed,-7.041221197947045,3,2.5201134850818363,null,4agd_ligand,1711398417.178051,8.375643968582153,3
3vws_protein_processed,-7.8331625939832925,5,-51.42246783401214,null,3vws_ligand,1711397739.1214306,30.552520751953125,6
1rv1_protein_processed,-9.826114862271831,9,5.245962615089788,null,1rv1_ligand,1711383706.4513366,22.48278570175171,6
6cki_protein_processed,-8.376939404783997,13,-32.35843502612255,null,6cki_ligand,1711415058.1510475,13.588122367858887,6
3l7g_protein_processed,-9.801226010956798,31,5.017441884034547,null,3l7g_ligand,1711393867.4563496,18.501163721084595,6
5op6_protein_processed,-5.133387198602661,5,2.3158218149030034,null,5op6_ligand,1711411584.2750278,20.34333372116089,6
6ps5_protein_processed,-13.57754494315189,6,1.0536099932228957,null,6ps5_ligand,1711418676.0154877,22.99287462234497,6
2v3e_protein_processed,-6.88238342521069,6,4.525838502934931,null,2v3e_ligand,1711388603.5320046,28.152714490890503,6
3g5y_protein_processed,-6.518716698289405,7,11.588851272218307,null,3g5y_ligand,1711392616.066867,175.2189540863037,6
5lgq_protein_processed,-7.523370206491351,5,2.0127393992267884,null,5lgq_ligand,1711410502.1663823,75.2510313987732,6
